,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
27,《Everything》,环球唱片,1990-05-01,天籁,人声,无悔今夜,王菲,http://musicdata.baidu.com/data2/lrc/8558556/8558556.lrc,27
27,《Everything》,环球唱片,1990-05-01,天籁,人声,哭墙,王菲,http://musicdata.baidu.com/data2/lrc/8558555/8558555.lrc,27
27,《Everything》,环球唱片,1990-05-01,天籁,人声,My Loneliness,王菲,http://musicdata.baidu.com/data2/lrc/8558553/8558553.lrc,27
27,《Everything》,环球唱片,1990-05-01,天籁,人声,斗快说笑话,王菲,http://musicdata.baidu.com/data2/lrc/54419940fb6f7acb75c12101d5951527/251699301/251699301.lrc,27
27,《Everything》,环球唱片,1990-05-01,天籁,人声,可否抱紧我,王菲,http://musicdata.baidu.com/data2/lrc/8558550/8558550.lrc,27
27,《Everything》,环球唱片,1990-05-01,天籁,人声,游荡,王菲,http://musicdata.baidu.com/data2/lrc/8558549/8558549.lrc,27
27,《Everything》,环球唱片,1990-05-01,天籁,人声,Everything,王菲,http://musicdata.baidu.com/data2/lrc/8558548/8558548.lrc,27
27,《Everything》,环球唱片,1990-05-01,天籁,人声,巴黎塔尖,王菲,http://musicdata.baidu.com/data2/lrc/8558547/8558547.lrc,27
27,《只爱陌生人》,环球唱片,1990-05-01,天籁,人声,邮差,王菲,http://musicdata.baidu.com/data2/lrc/13916433/13916433.lrc,27
27,《只爱陌生人》,环球唱片,1990-05-01,天籁,人声,百年孤寂,王菲,http://musicdata.baidu.com/data2/lrc/34147063/34147063.lrc,27
27,《天空》,环球唱片,1994-11-04,天籁,人声,矜持,王菲,http://musicdata.baidu.com/data2/lrc/13963736/13963736.lrc,27
27,《Empire Records》,环球唱片,1999-06-22,天籁,人声,Bright As Yellow,The Innocence Mission,http://musicdata.baidu.com/data2/lrc/14862022/14862022.lrc,27
27,《A Very Special Christmas 5》,环球唱片,2010-11-01,天籁,人声,Christmas Day,Dido,http://musicdata.baidu.com/data2/lrc/7696645/7696645.lrc,27
27,《50 Great Songs》,SONY MUSIC,2009-10-19,天籁,人声,Thank You,Dido,http://musicdata.baidu.com/data2/lrc/14885606/14885606.lrc,27
28,《50 Great Songs》,SONY MUSIC,2009-10-19,天籁,人声,Greatest Love Of All,Whitney Houston,http://musicdata.baidu.com/data2/lrc/7696563/7696563.lrc,28
28,《60'S Gold》,环球唱片,2006-08-21,天籁,人声,Love Is Blue,Paul Mauriat,http://musicdata.baidu.com/data2/lrc/19026597e9d258c5faa49817f7dbd1e3/257169992/257169992.lrc,28
28,《Charmbracelet》,环球唱片,2014-04-19,天籁,人声,You Got Me,"Freeway,Mariah Carey,JAY-Z",http://musicdata.baidu.com/data2/lrc/12753278/12753278.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,I Wish You Well,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7585580/7585580.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,Bye Bye,Mariah Carey,http://musicdata.baidu.com/data2/lrc/240276390/240276390.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,For The Record,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7585578/7585578.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,O.O.C.,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12753051/12753051.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,Thanx 4 Nothin',Mariah Carey,http://musicdata.baidu.com/data2/lrc/246654564/246654564.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,Last Kiss,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7585577/7585577.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,I'Ll Be Lovin' U Long Time,Mariah Carey,http://musicdata.baidu.com/data2/lrc/240276418/240276418.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,Love Story,Mariah Carey,http://musicdata.baidu.com/data2/lrc/240276429/240276429.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,I'M That Chick,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12753048/12753048.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,Side Effects,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7585575/7585575.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,I Stay In Love,Mariah Carey,http://musicdata.baidu.com/data2/lrc/240276437/240276437.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,Cruise Control,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7585573/7585573.lrc,28
28,《E=Mc²》,环球唱片,2008-04-14,天籁,人声,Migrate,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7585571/7585571.lrc,28
28,《The Emancipation Of Mimi》,环球唱片,2005-01-01,天籁,人声,We Belong Together Remix,Mariah Carey,http://musicdata.baidu.com/data2/lrc/7585570/7585570.lrc,28
28,《The Emancipation Of Mimi》,环球唱片,2005-01-01,天籁,人声,Makin' It Last All Night (What It Do),Mariah Carey,http://musicdata.baidu.com/data2/lrc/12753045/12753045.lrc,28
28,《A Very Special Christmas 3》,环球唱片,2010-11-01,天籁,人声,Oiche Chiun (Silent Night),Enya,http://musicdata.baidu.com/data2/lrc/64944606/64944606.lrc,28
28,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,The Music Of The Night,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/7585199/7585199.lrc,28
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Wishing You Were Somehow Here Again,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/7585198/7585198.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,There Is More To Love,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246979951/246979951.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Guardami,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246979951/246979951.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,No Llores Por Mi Argentina,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/68390247/68390247.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Pie Jesu,"Paul Miles-Kingston,Sarah Brightman",http://musicdata.baidu.com/data2/lrc/12750887/12750887.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,The Last Man In My Life,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/12750887/12750887.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Everything'S Alright,"Andrew Lloyd Webber,Bogdan Kominowski,Gary Martin,Sarah Brightman",http://musicdata.baidu.com/data2/lrc/12750886/12750886.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Piano,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/12750886/12750886.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Gus: The Theatre Cat,"Sarah Brightman,Sir John Gielgud",http://musicdata.baidu.com/data2/lrc/12750886/12750886.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Macavity: The Mystery Cat,"Andrew Lloyd Webber,Sarah Brightman",http://musicdata.baidu.com/data2/lrc/12750885/12750885.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Nothing Like You'Ve Ever Known,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/12750885/12750885.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Tell Me On A Sunday,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/12750883/12750883.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Chanson D'Enfance,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/12750882/12750882.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Unexpected Song,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/12750881/12750881.lrc,29
29,《Surrender (The Unexpected Songs)》,环球唱片,2010-11-01,天籁,人声,Surrender,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/12750881/12750881.lrc,29
29,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Let'S Talk About Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747363/12747363.lrc,29
29,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,To Love You More,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747362/12747362.lrc,29
29,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,I Hate You Then I Love You (Duet With Luciano Pavarotti),Céline Dion,http://musicdata.baidu.com/data2/lrc/12747361/12747361.lrc,29
29,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,"My Heart Will Go On (Love Theme From ""Titanic"")",Céline Dion,http://musicdata.baidu.com/data2/lrc/12747360/12747360.lrc,29
29,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Just A Little Bit Of Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747359/12747359.lrc,29
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Us,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747358/12747358.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Miles To Go (Before I Sleep),Céline Dion,http://musicdata.baidu.com/data2/lrc/12747357/12747357.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,When I Need You,Céline Dion,http://musicdata.baidu.com/data2/lrc/14959105/14959105.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Where Is The Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747355/12747355.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Love Is On The Way,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747353/12747353.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Why Oh Why,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747352/12747352.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Treat Her Like A Lady,Céline Dion,http://musicdata.baidu.com/data2/lrc/27856531/27856531.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Immortality,"Céline Dion,The Bee Gees",http://musicdata.baidu.com/data2/lrc/12747350/12747350.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,The Reason,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747349/12747349.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Nature Boy,Céline Dion,http://musicdata.baidu.com/data2/lrc/7584489/7584489.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,When The Wrong One Loves You Right,Céline Dion,http://musicdata.baidu.com/data2/lrc/7584488/7584488.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,The Greatest Reward,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747348/12747348.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,AúN Existe Amor,Céline Dion,http://musicdata.baidu.com/data2/lrc/64944561/64944561.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Sorry For Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747347/12747347.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,At Last,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747346/12747346.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,I Surrender,Céline Dion,http://musicdata.baidu.com/data2/lrc/7584487/7584487.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Prayer,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747345/12747345.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Goodbye'S (The Saddest Word),Céline Dion,http://musicdata.baidu.com/data2/lrc/12747344/12747344.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Ten Days,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747343/12747343.lrc,30
30,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,A New Day Has Come,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747342/12747342.lrc,30
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,"Rain, Tax (It'S Inevitable)",Céline Dion,http://musicdata.baidu.com/data2/lrc/12747341/12747341.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Have You Ever Been In Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747340/12747340.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Right In Front Of You,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747339/12747339.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,I'M Alive,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747338/12747338.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Fly,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747337/12747337.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Call The Man,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747336/12747336.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,"River Deep, Mountain High",Céline Dion,http://musicdata.baidu.com/data2/lrc/12747335/12747335.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,I Don'T Know,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747334/12747334.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,If That'S What It Takes,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747333/12747333.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,I Love You,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747332/12747332.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Dreamin' Of You,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747331/12747331.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Declaration Of Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747330/12747330.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,All By Myself,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747329/12747329.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Seduces Me,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747328/12747328.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Make You Happy,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747327/12747327.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Falling Into You,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747326/12747326.lrc,31
31,《Falling Into You / A New Day Has Come / Let'S Talk About Love》,SONY MUSIC,2008-04-22,天籁,人声,Because You Loved Me,Céline Dion,http://musicdata.baidu.com/data2/lrc/12747325/12747325.lrc,31
31,《Greatest Hits》,SONY MUSIC,2002-05-20,天籁,人声,Can'T Take That Away (Mariah'S Theme),Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746732/12746732.lrc,31
31,《Greatest Hits》,SONY MUSIC,2002-05-20,天籁,人声,One Sweet Day,"Boyz II Men,Mariah Carey",http://musicdata.baidu.com/data2/lrc/31406456/31406456.lrc,31
31,《Greatest Hits》,SONY MUSIC,2002-05-20,天籁,人声,I'Ll Be There,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746726/12746726.lrc,31
32,《Greatest Hits》,SONY MUSIC,2002-05-20,天籁,人声,Can'T Let Go,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746725/12746725.lrc,32
32,《Greatest Hits》,SONY MUSIC,2002-05-20,天籁,人声,I Don'T Wanna Cry,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746724/12746724.lrc,32
32,《Emotions》,SONY MUSIC,1993-07-17,天籁,人声,So Blessed,Mariah Carey,http://musicdata.baidu.com/data2/lrc/246654462/246654462.lrc,32
32,《Emotions》,SONY MUSIC,1993-07-17,天籁,人声,You'Re So Cold,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746692/12746692.lrc,32
32,《Emotions》,SONY MUSIC,1993-07-17,天籁,人声,If It'S Over,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746691/12746691.lrc,32
32,《Emotions》,SONY MUSIC,1993-07-17,天籁,人声,Can'T Let Go,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746690/12746690.lrc,32
32,《Emotions》,SONY MUSIC,1993-07-17,天籁,人声,And You Don'T Remember,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12746689/12746689.lrc,32
32,《Movie Music: The Definitive Performances》,SONY MUSIC,1999-12-06,天籁,人声,"My Heart Will Go On (Love Theme From ""Titanic"")",Céline Dion,http://musicdata.baidu.com/data2/lrc/12746528/12746528.lrc,32
32,《Movie Music: The Definitive Performances》,SONY MUSIC,1999-12-06,天籁,人声,When I Fall In Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12746527/12746527.lrc,32
32,《Exhale》,SONY MUSIC,2010-02-15,天籁,人声,Do You Hear What I Hear?,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13996591/13996591.lrc,32
32,《Exhale》,SONY MUSIC,2010-02-15,天籁,人声,Exhale,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13904478/13904478.lrc,32
32,《Exhale》,SONY MUSIC,2010-02-15,天籁,人声,Moment Of Truth,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13904478/13904478.lrc,32
32,《Exhale》,SONY MUSIC,2010-02-15,天籁,人声,Dancin' On The Smooth Edge,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13972869/13972869.lrc,32
32,《Just Whitney》,SONY MUSIC,2002-11-04,天籁,人声,Whatchulookinat,"Whitney Houston,P. Diddy",http://musicdata.baidu.com/data2/lrc/12744665/12744665.lrc,32
32,《Just Whitney》,SONY MUSIC,2002-11-04,天籁,人声,Unashamed,Whitney Houston,http://musicdata.baidu.com/data2/lrc/12744664/12744664.lrc,32
32,《Just Whitney》,SONY MUSIC,2002-11-04,天籁,人声,Try It On My Own,Whitney Houston,http://musicdata.baidu.com/data2/lrc/240281405/240281405.lrc,32
32,《Just Whitney》,SONY MUSIC,2002-11-04,天籁,人声,My Love,"Whitney Houston,Bobby Brown",http://musicdata.baidu.com/data2/lrc/12744663/12744663.lrc,32
32,《Just Whitney》,SONY MUSIC,2002-11-04,天籁,人声,Tell Me No,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13916486/13916486.lrc,32
32,《Just Whitney》,SONY MUSIC,2002-11-04,天籁,人声,Whatchulookinat（Main (A.K.A. Backing Vox Up),Whitney Houston,http://musicdata.baidu.com/data2/lrc/fab89433061df799ce958efbd3e74151/273347830/273347830.lrc,32
32,《Essential - Chill Out》,SONY MUSIC,2010-09-13,天籁,人声,Here With Me,Dido,http://musicdata.baidu.com/data2/lrc/7583716/7583716.lrc,32
33,《Lovesongs》,SONY MUSIC,2010-02-01,天籁,人声,One Moment In Time,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13915390/13915390.lrc,33
33,《Lovesongs》,SONY MUSIC,2010-02-01,天籁,人声,Songbird,Eva Cassidy,http://musicdata.baidu.com/data2/lrc/240281610/240281610.lrc,33
33,《Lovesongs》,SONY MUSIC,2010-02-01,天籁,人声,Here With Me,Dido,http://musicdata.baidu.com/data2/lrc/7583605/7583605.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Berceuse,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743833/12743833.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,On S'Est Aimé à Cause,Céline Dion,http://musicdata.baidu.com/data2/lrc/64944517/64944517.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Lettre De George Sand à Alfred De Musset,Céline Dion,http://musicdata.baidu.com/data2/lrc/64944515/64944515.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Le Temps Qui Compte,Céline Dion,http://musicdata.baidu.com/data2/lrc/64944514/64944514.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Je Ne Suis Pas Celle,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743832/12743832.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Si J'éTais Quelqu'Un,Celine Dion,http://musicdata.baidu.com/data2/lrc/240281665/240281665.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Femme Comme Chacune,Céline Dion,http://musicdata.baidu.com/data2/lrc/64944513/64944513.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,La Diva,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743831/12743831.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Les Paradis,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743830/12743830.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Je Cherche L'Ombre,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743829/12743829.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,A Cause,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743828/12743828.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Immensité,Celine Dion,http://musicdata.baidu.com/data2/lrc/240281668/240281668.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Et S'Il N'En Restait Qu'Une (Je Serais Celle-Là),Céline Dion,http://musicdata.baidu.com/data2/lrc/12743826/12743826.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Vole,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743825/12743825.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Priere Paienne,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743824/12743824.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,J'Attendais,Céline Dion,http://musicdata.baidu.com/data2/lrc/68152814/68152814.lrc,33
33,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,J'Irai Ou Tu Iras,"Céline Dion,Jean-Jacques Goldman",http://musicdata.baidu.com/data2/lrc/12743823/12743823.lrc,33
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Les Derniers Seront Les Premiers,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743822/12743822.lrc,34
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Destin,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743821/12743821.lrc,34
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Cherche Encore,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743820/12743820.lrc,34
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,La Memoire D'Abraham,Céline Dion,http://musicdata.baidu.com/data2/lrc/64944512/64944512.lrc,34
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Je Sais Pas,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743819/12743819.lrc,34
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Regarde-Moi,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743818/12743818.lrc,34
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Le Ballet,Céline Dion,http://musicdata.baidu.com/data2/lrc/12743817/12743817.lrc,34
34,《D'Eux/ D'Elles》,SONY MUSIC,2010-02-10,天籁,人声,Pour Que Tu M'Aimes Encore,Celine Dion,http://musicdata.baidu.com/data2/lrc/240281676/240281676.lrc,34
34,《I Migliori Anni '90 - 2010》,SONY MUSIC,2010-10-05,天籁,人声,I Will Always Love You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13913977/13913977.lrc,34
34,《Essential Memories Of Love》,SONY MUSIC,2010-02-08,天籁,人声,I Have Nothing,Whitney Houston,http://musicdata.baidu.com/data2/lrc/7458124/7458124.lrc,34
34,《Original Album Classics》,SONY MUSIC,2012-01-09,天籁,人声,Sorry For Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12741880/12741880.lrc,34
34,《Original Album Classics》,SONY MUSIC,2012-01-09,天籁,人声,Have You Ever Been In Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12740578/12740578.lrc,34
34,《Tous Les Secrets》,SONY MUSIC,2010-02-10,天籁,人声,Let Your Heart Decide,Céline Dion,http://musicdata.baidu.com/data2/lrc/12736358/12736358.lrc,34
34,《Tous Les Secrets》,SONY MUSIC,2010-02-10,天籁,人声,Tous Les Secrets De Ton Coeur,Céline Dion,http://musicdata.baidu.com/data2/lrc/69300517/69300517.lrc,34
34,《Je Ne Vous Oublie Pas》,SONY MUSIC,2010-02-10,天籁,人声,Je Ne Vous Oublie Pas,Celine Dion,http://musicdata.baidu.com/data2/lrc/240322966/240322966.lrc,34
34,《Je Ne Vous Oublie Pas》,SONY MUSIC,2010-02-10,天籁,人声,Sous Le Vent,Céline Dion,http://musicdata.baidu.com/data2/lrc/12736129/12736129.lrc,34
